Unnamed: 0,城市,职位名称,公司名称,公司规模,公司类型,薪资,学历要求,技能要求,工作经验要求,评分
12519,西安-雁塔,产品经理,因诺科技,300-499人,民营,1.5万-2.5万,硕士,Axure Xmind MindManager Visio 人工智能产品 互联网 大数据 5G ,3-5年,6.4
12520,西安-雁塔,b端产品经理,陕西金合信息科技股份有限公司,100-299人,民营,1万-1.3万,本科,软件产品 B端 ,3-5年,6.3
12521,西安-莲湖,产品经理,陕西顺兴商务有限公司,100-299人,民营,1.5万-2万,本科,数据产品 后台产品 商业产品 电商产品 ,3-5年,6.25
12522,西安-雁塔,产品经理,盛隆电气集团电力工程有限公司,1000-9999人,民营,8千-1.5万,本科,一次设计 CAD ,不限,6.3
12523,西安-雁塔,产品经理,北京东方迈德科技有限公司,20-99人,民营,7千-1.2万,本科,商业化产品 社区产品 用户产品 B端产品 O2O 互联网金融 电子商务 智慧农牧 ,3-5年,6.0
12524,西安-雁塔,产品经理,西安新路网络科技有限公司,100-299人,民营,1万-2万,本科,产品设计 项目管理 产品规划 TO B ,3-5年,6.3
12526,西安-雁塔,产品经理,西安丝路智慧科技有限公司,100-299人,民营,9千-1.3万,本科,互联网 Axure 产品设计 思维导图 互联网软件产品 ,5-10年,6.7
12527,西安-未央,b端产品经理（西安）,浙江火山口网络科技有限公司,100-299人,民营,1.3万-2.5万,本科,SAAS产品 TO B ,3-5年,6.3
12528,西安-雁塔,产品经理,中钧科技有限公司,300-499人,民营,8千-1.2万,本科,B端 ,3-5年,6.45
12529,西安-雁塔,产品经理,西安亚冠电子科技有限公司,20-99人,民营,6千-1万,大专,市场推广 市场开发 产品市场 市场拓展 品牌推广 市场营销 ,1-3年,5.7
12530,西安-雁塔,产品经理,西安迅腾科技有限责任公司,20-99人,股份制企业,1万-1.5万,本科,软件产品 B端 ,3-5年,6.1
12531,西安-雁塔,产品经理,西安启智茗星信息科技有限公司,20-99人,民营,8千-1.5万,本科,用户研究 市场调研 产品运营 项目管理 ,3-5年,6.0
12532,西安-未央,产品经理（GY1lfj)(J10572),东方国信,1000-9999人,上市公司,1.5万-2万,本科,软件产品 需求落地 Axure ,5-10年,7.65
12533,西安-经开区,产品经理,正泰电器,10000人以上,上市公司,1.5万-3万,本科,市场调研 需求分析 用户研究 产品运营 项目管理 产品规划 TO B ,5-10年,7.8
12534,西安-雁塔,产品经理（物联网）,山东恒远智能科技有限公司,300-499人,民营,1.2万-1.9万,本科,物联网产品 平台产品 ,5-10年,6.85
12535,西安-雁塔,产品经理,易宝软件科技(南京)有限公司,1000-9999人,民营,2万-2.5万,本科,Axure Visio ,5-10年,7.55
12536,西安-高新区,产品经理,深圳微品致远信息科技有限公司,500-999人,民营,8千-1.6万,本科,流程设计 Axurerp原型设计 APP产品 产品设计 数据分析 项目管理 需求分析 ,1-3年,6.4
12537,西安-雁塔,产品经理0533,深圳震有科技股份有限公司,500-999人,上市公司,1万-2万,本科,物联网 通信行业 ,3-5年,7.0
12538,西安-雁塔,产品经理,陕西基泰投资集团有限公司,500-999人,民营,1万-1.5万,本科,软件产品 云计算产品 ,3-5年,6.6
12539,西安-雁塔,产品经理,西安承信网络信息技术有限公司,20-99人,民营,8千-1.3万,本科,PC端产品 OA系统 HR系统 ,3-5年,6.0
12540,西安-雁塔,产品经理（2024届校招）,西安图为电气技术有限公司,100-299人,民营,1万-1.5万,本科,新能源 电力电子产品 电源模块 ,不限,5.7
12541,西安-雁塔,高级产品经理,西安网是科技发展有限公司,20-99人,民营,1.3万-1.8万,本科,市场调研 产品规划 需求分析 产品设计 产品运营 Axure 墨刀 功能产品 ,5-10年,6.4
12542,西安-莲湖,产品经理,哈尔滨海邻科信息技术有限公司,300-499人,民营,1.4万-1.6万,本科,产品设计 原型设计 ,3-5年,6.45
12543,西安,产品经理,西安腾业信息技术有限公司,20-99人,民营,5千-6千,学历不限,智慧教育 教育软件 教育行业 IT/互联网 软件行业 产品经理 策划 ,不限,5.3
12544,西安-雁塔,产品经理,索为,100-299人,民营,2万-3万,本科,MODELICA MODSIM OPENMODELICA ,5-10年,6.95
12546,西安-雁塔,产品经理,山东恒远智能科技有限公司,300-499人,民营,1.2万-1.6万,本科,B端产品 物联网 产品规划 产品设计 市场调研 用户研究 平台产品 工具产品 ,5-10年,6.85
12548,西安-雁塔,软件产品经理-B端,西安云锦汇信息科技有限公司,20-99人,民营,6千-9千,本科,功能产品 数据产品 内容产品 平台产品 后台产品 ERP产品 产品设计 ,3-5年,6.0
12549,西安,产品经理,西安咸林能源科技有限公司,500-999人,民营,8千-1万,本科,信息系统 数据分析 产品设计 Axure ,5-10年,7.0
12550,西安-雁塔,产品分析经理,陕西云上科技集团有限公司,100-299人,民营,7千-9千,大专,需求分析 市场调研 产品规划 产品运营 产品团队管理 ,1-3年,6.0
12551,西安-雁塔,产品经理,诚域集团股份有限公司,100-299人,民营,1万-1.5万,大专,智慧医疗 HIS系统 在线医疗 ,3-5年,6.2
12552,西安-雁塔,软件产品经理,西安易海网络科技有限公司,20-99人,民营,1万-1.3万,大专,智慧园区 IT/互联网 产品设计 ,3-5年,5.9
12553,西安-雁塔,数据产品经理,蒙帕信息,100-299人,股份制企业,1.6万-2.5万,本科,市场调研 需求分析 AIOps Vmware DEVOPS ,5-10年,6.75
12554,西安-长安,产品经理,西安创客村电子商务有限责任公司,300-499人,民营,1.2万-2万,大专,移动产品 B端产品 C端产品 用户产品 需求产品 社区产品 Axure Mockplus ,5-10年,6.75
12555,西安-雁塔,产品经理,陕西华筑科技有限公司,100-299人,民营,1.1万-2万,本科,TO B ,3-5年,6.3
12556,西安-未央,售前产品经理,西安益学文教科技有限公司,20-99人,民营,1万-1.5万,大专,售前营销推广 大学用户维护 ,1-3年,5.7
12557,西安-雁塔,软件产品经理,陕西德通信息科技有限公司,100-299人,民营,1.2万-2万,本科,B端产品 水利行业 ,3-5年,6.3
12558,西安-雁塔,产品经理,内蒙古智家云链科贸有限公司,20人以下,无,8千-1.5万,大专,数据产品 平台产品 供应链产品 ,3-5年,5.15
12559,西安-雁塔,物联网产品经理,山东恒远智能科技有限公司,300-499人,民营,1.3万-1.8万,本科,TO B 市场调研 产品规划 物联网产品 产品设计 用户研究 物联网 MindManager Xmind Axure Visio ,3-5年,6.45
12560,西安,高级产品经理,西安领充无限新能源科技有限公司,300-499人,民营,1.2万-1.8万,本科,储能 充电桩 UPS 电源 ,5-10年,6.85
12561,西安-雁塔,大数据产品经理,北京易才人力资源顾问有限公司,100-299人,无,1.5万-2万,本科,大数据产品 数据分析 大数据分析 大数据平台 平台产品 Vmware VROPS 海力士智能运维项目 ,5-10年,6.05
12562,西安-雁塔,产品经理,陕西省通信服务有限公司中天信息分公司,1000-9999人,其它,6千-9千,本科,TOB PRD 电商产品 ,1-3年,6.6
12563,西安-未央,erp产品经理,西安市凯宏达电子商务有限公司,20-99人,民营,6千-8千,本科,软件产品 ERP系统 财务系统 中后端产品 ,3-5年,6.0
12564,西安,产品经理/双休,西安三图信息技术有限公司,20-99人,民营,8千-1.5万,本科,售前技术支持 售后技术支持 arcgis ,1年以下,5.6
12565,西安-雁塔,互联网医疗产品经理,时时网络技术有限公司,20-99人,外商独资,1.2万-1.8万,大专,后台产品 电商产品 市场调研 产品规划 需求分析 产品设计 用户研究 产品运营 ,5-10年,6.6
12566,西安-雁塔,产品经理,西安黑石智能科技有限公司,500-999人,民营,1.2万-2万,本科,工业物联网 工业能源系统 工业自控系统 ICT 新能源 ,3-5年,6.6
12567,西安,产品经理,西安丝路智慧科技有限公司,100-299人,民营,8千-1.2万,大专,中台产品 Axure 墨刀 TO C TO B Xmind Visio 产品设计 ,3-5年,6.2
12568,西安-碑林,产品经理,陕西惠宾电子科技有限公司,20-99人,民营,1万-1.5万,本科,产品设计 需求分析 Axure TO B 产品规划 ,3-5年,6.0
12569,西安-雁塔,新能源产品经理,西安中创新能网络科技有限责任公司,20-99人,股份制企业,1万-2万,本科,软件产品 C端 云计算产品 ,3-5年,6.1
12570,西安-雁塔,产品经理,盛隆电气集团电力工程有限公司,1000-9999人,民营,8千-1.2万,大专,电气工程师 一次设计 成套 解决方案 优化 ,不限,6.2
12571,西安,产品经理,西安良方,100-299人,民营,8千-1.4万,大专,B端产品 ,3-5年,6.2
12572,西安-雁塔,产品经理,博远生态环境科技有限公司,20-99人,民营,4千-8千,大专,市场调研 产品规划 数据分析 ,1-3年,5.7
12573,西安-雁塔,产品经理,西安雷神防务技术有限公司,20-99人,民营,1.2万-2.4万,本科,产品经理 ,5-10年,6.4
12574,西安-雁塔,产品经理,智联猎头,1000-9999人,上市公司,1万-2万,本科,硬件产品 云计算产品 大数据产品 TO B ,3-5年,7.3
12575,西安-雁塔,教育产品经理（智能题库）,万唯原创文化传播(陕西)有限公司,1000-9999人,民营,1万-1.8万,本科,功能产品 市场调研 产品设计 用户研究 需求分析 教育产品 ,3-5年,6.9
12576,西安-莲湖,产品经理,上海熙菱信息技术有限公司,300-499人,上市公司,1万-1.5万,本科,软件产品 中后端产品 ,3-5年,6.85
12577,西安-雁塔,高级售前产品经理,陕西慧金云道通信科技有限公司,20-99人,民营,1万-1.5万,本科,售前产品 ,不限,5.4
12578,西安-未央,旅游产品经理,西安万达广场商业管理有限公司解放路分公司,100-299人,民营,1.2万-1.5万,本科,景区 旅游产品运营推广 旅游线路设计、定价 ,3-5年,6.3
12579,西安-雁塔,数据库产品经理（DBA 或 数据库研发）,海量数据,500-999人,股份制企业,2万-4万,本科,产品运营 TO B 产品规划 ,3-5年,6.95
12580,西安-莲湖,产品经理岗（智能化）,特变电工股份有限公司新疆变压器厂,1000-9999人,上市公司,1万-2万,本科,智能化业务产品经理 ,不限,6.7
12581,西安-高新区,产品经理,西安安得药业有限责任公司,100-299人,民营,5千-8千,本科,市场推广 品牌推广 ,1-3年,6.1
12582,西安,产品经理,陕西九州生物医药科技集团有限公司,300-499人,民营,7千-1万,本科,产品 ,3-5年,6.45
12583,西安-碑林,产品经理/助理+非统招勿投,湖南盈优益网络科技有限公司,100-299人,民营,9千-1万,本科,直播产品 功能产品 数据产品 电商产品 金融产品 财务产品 ,1-3年,6.1
12584,西安-雁塔,高级产品经理,世和达智能科技(西安)有限公司,20人以下,民营,1万-1.5万,大专,B端产品 ERP系统 物联网 产品设计 Axure Visio MindManager Xmind ,3-5年,5.75
12585,西安-雁塔,软件产品经理,郑州快码软件科技有限公司,20-99人,其它,8千-9千,本科,安监风控 PMS Axure Visio excel word PPT ,3-5年,5.9
12586,西安-雁塔,产品经理,和利时集团,1000-9999人,上市公司,1.5万-2.5万,本科,功能产品 市场调研 产品规划 需求分析 ,3-5年,7.25
12587,西安-雁塔,产品经理,农心作物科技股份有限公司,500-999人,民营,1.5万-2.5万,本科,农药行业 ,5-10年,6.95
12588,西安-未央,软件产品经理,西安市凯宏达电子商务有限公司,20-99人,民营,6千-1万,本科,ERP系统 OA系统 财务软件 B端产品 后台产品 小程序产品 内容产品 智慧物流 进销存 ,1-3年,5.8
12589,西安,产品经理,西安龙飞网络科技有限公司,100-299人,上市公司,2万-3万,本科,通信终端 硬件产品 产品规划 产品设计 项目管理 车载产品 ,5-10年,7.35
12590,西安,软件开发产品经理,西安崇云信息技术有限责任公司,20人以下,民营,8千-1.2万,本科,商业产品 数据产品 教育行业 SaaS ,3-5年,5.85
12591,西安-未央,产品经理双休五险一金（集团）,西安良方,100-299人,民营,7千-1.3万,本科,软件产品 数据产品 医疗产品 B端 CRM系统 PC端 OA系统 BI产品 数据中后台产品 大数据产品 云计算产品 ,1-3年,6.1
12592,西安-未央,产品经理,陕西昌泽装饰材料有限公司,20-99人,民营,6千-1万,学历不限,需求分析 产品规划 产品运营 TO B ,1-3年,5.7
12593,西安-碑林,产品经理,陕西晟耀农业有限公司,20-99人,民营,8千-1万,大专,内容产品 商业产品 电商产品 市场调研 产品规划 需求分析 产品设计 用户研究 ,3-5年,5.9
12594,西安,售前产品经理,西安行恒信息科技有限公司,20-99人,民营,1万-1.8万,学历不限,虚拟仿真VR 流程教学 ,不限,5.3
12595,西安-雁塔,互联网软件产品经理,西安启智茗星信息科技有限公司,20-99人,民营,8千-1.5万,本科,用户研究 产品运营 项目管理 产品设计 产品规划 ,3-5年,6.0
12596,西安-雁塔,产品经理,易事特集团股份有限公司,1000-9999人,股份制企业,1万-2万,本科,功能产品 硬件产品 市场调研 需求分析 产品规划 ,3-5年,7.0
12597,西安-莲湖,产品经理-鸿讯（现场面试）,软通动力信息技术(集团)股份有限公司,10000人以上,民营,8千-1.3万,大专,财务产品 TO B ,5-10年,7.35
12598,西安-雁塔,产品经理,西安汉沣精密机械有限公司,100-299人,民营,1.6万-2.5万,硕士,产品经理 需求分析 产品设计 物联网产品 TO B 产品规划 市场调研 用户研究 ,3-5年,6.25
12599,西安-长安,产品经理,深圳市奥斯诺工业有限公司,20-99人,民营,1.5万-2.5万,本科,市场调研 产品设计 产品规划 ,5-10年,6.35
12600,西安,软件产品经理,华春建设咨询集团有限公司,100-299人,民营,1万-1.3万,本科,Axure B端产品 分析设计产品 功能产品 软件 网页产品 ,5-10年,6.7
12601,西安-未央,（厨电）产品经理,方太集团,10000人以上,民营,8千-1.3万,本科,产品操盘 厨房电器 ,1-3年,6.85
12602,西安-碑林,售前产品经理,陕西恒泰新科科技有限公司,20-99人,股份制企业,6千-1.2万,大专,软件 ,1-3年,5.8
12603,西安-雁塔,产品经理,因诺科技,300-499人,民营,1.2万-2万,本科,硬件产品 售前产品 智慧城市产品 客户端产品 云计算产品 ,5-10年,6.85
12604,西安-雁塔,产品经理,西安金惠国际会展集团有限公司,20-99人,民营,7千-1万,本科,需求分析 产品设计 小程序产品 IT硬件产品 内容产品 ,3-5年,6.0
12605,西安,软件产品经理,陕西云惠农业供销科技集团有限公司,20-99人,民营,6千-8千,本科,CRM系统 B端产品 C端产品 PC端产品 前台产品 后台产品 小程序产品 ,不限,5.4
12606,西安,软件产品经理,西安因联信息科技有限公司,100-299人,民营,1.5万-2万,本科,人工智能产品 SAAS产品 云计算产品 物联网产品 ,3-5年,6.25
12607,西安-未央,产品经理,西安良方,100-299人,民营,6千-1万,本科,产品经理 ,1-3年,6.1
12608,西安-雁塔,产品经理-陕西,北京炎黄新星网络科技有限公司,500-999人,合资,6千-7千,本科,软件产品 C端 运营商 ,1-3年,6.5
12609,西安-雁塔,产品经理（陕西） (MJ000100),基蛋生物科技股份有限公司,1000-9999人,上市公司,1万-1.5万,本科,检验科 心血管科 急诊科 ,1-3年,7.1
12610,西安-雁塔,产品经理,陕西唐算网络科技有限公司,20人以下,无,8千-9千,大专,教育产品 ,1-3年,4.95
12611,西安-长安,产品经理,西安中熔电气股份有限公司,1000-9999人,上市公司,1万-2万,本科,熔断器 ,3-5年,7.3
12612,西安-长安,产品经理,飞芯电子科技,100-299人,港澳台公司,1.5万-2.5万,硕士,智能硬件产品 人工智能产品 产品规划 需求分析 数据分析 市场调研 Xmind TO B ,3-5年,6.25
12613,西安-高新区,平台产品经理,西安因联信息科技有限公司,100-299人,民营,1.3万-1.8万,本科,数据运营 竞品分析 需求分析 交互设计 产品设计 ,3-5年,6.3
